id,metin,etiket,kategori,metin_temiz
378,"Virüs tespit edildi, temizlemek için tıklayın.",spam,Teknik Destek,virüs tespit edil temizlemek tıklay
379,"Cihazınız tehlikede, bilgilerinizi doğrulayın.",spam,Teknik Destek,cihaz tehlike bilgi doğrulay
380,"Hesabınız risk altında, hemen giriş yapın.",spam,Teknik Destek,hesap risk alt heme giriş yap
381,Sisteminizde kritik hata oluştu.,spam,Teknik Destek,sistem kritik ha oluş
382,Acil müdahale edilmezse veri kaybı yaşanacak.,spam,Teknik Destek,acil müdahal edilmez ver kaybı yaşanacak
383,"Bilgisayarınız izleniyor, koruma başlatın.",spam,Teknik Destek,bilgisayar izleniyor kor başlat
384,Tebrikler! Sistemimizde yapılan çekiliş sonucunda büyük ödül kazandınız.,spam,ödül,tebrik sistem yapıla çekiliş sonuç büyük ödül kaza
385,"Kazanan kullanıcılar arasına girdiniz, hediyenizi almak için giriş yapın.",spam,ödül,kazana kullanıcı ara gir hediye almak giriş yap
386,"Adınıza tanımlanan ödül sizi bekliyor, kaçırmamak için hemen işlem yapın.",spam,ödül,ad tanımlana ödül siz bekliyor kaçırmamak heme işle yap
387,"Size özel hediye hakkı kazandınız, detaylar için hesabınıza girin.",spam,ödül,siz özel hedi hakkı kaza detay hesap gir
388,"Çekiliş sonuçlandı, büyük ödülün sahibi sizsiniz.",spam,ödül,çekiliş sonuçla büyük ödül sahip siz
389,"Sürpriz! Ücretsiz ödül kazandınız, almak için doğrulama yapın.",spam,ödül,sürpriz ücretsiz ödül kaza almak doğrula yap
390,Kazandığınız ödül için teslimat bilgilerinizi girmeniz gerekiyor.,spam,ödül,kazandık ödül teslimat bilgi girme gerekiyor
391,"Hediye çeki kazandınız, kullanmak için hesabınızı aktif edin.",spam,ödül,hedi çek kaza kullanmak hesap aktif edi
392,"Şanslı kişiler arasına seçildiniz, ödülünüz hazır.",spam,ödül,şanslı kişi ara seçil ödül hazır
393,"Kazandığınız hediyeyi almak için son gün, hemen işlem yapın.",spam,ödül,kazandık hediye almak son gün heme işle yap
399,Eğitim portalına giriş yaptınız.,normal,eğitim,eğit portal giriş yap
400,Yeni ders materyalleri yüklendi.,normal,eğitim,ye ders materyal yükle
402,Kurs başlangıç tarihi belirlendi.,normal,eğitim,kurs başlangıç tarih belirle
410,Yeni kurs önerileri hazır.,normal,eğitim,ye kurs öneri hazır
412,Eğitim hesabınız aktif edildi.,normal,eğitim,eğit hesap aktif edil
422,Sınav giriş belgeniz hazır.,normal,eğitim,sınav giriş belge hazır
425,Kartınız güvenlik nedeniyle geçici olarak kapatılmıştır.,spam,banka,kar güvenlik neden geçiç kapatıl
426,Hesabınızı aktif tutmak için bilgilerinizi güncellemeniz gerekmektedir.,spam,banka,hesap aktif tutmak bilgi güncelleme gerekmek
427,"Bankacılık işlemleriniz askıya alınmıştır, doğrulama yapın.",spam,banka,bankacılık işle askı al doğrula yap
428,"Şüpheli giriş tespit edildi, hesabınızı korumak için işlem yapın.",spam,banka,şüphel giriş tespit edil hesap korumak işle yap
429,"Kart bilgileriniz güncel değil, erişim için hemen güncelleyin.",spam,banka,kart bilgi güncel değil eriş heme güncelley
430,"Hesabınıza erişim sınırlandırıldı, tekrar açmak için giriş yapın.",spam,banka,hesap eriş sınırlandırıl tekrar açmak giriş yap
431,"Bankanızdan önemli uyarı, işleminizi tamamlayın.",spam,banka,banka önemli uyar işlem tamamlay
432,"Hesabınız risk altında, güvenlik kontrolü gerekmektedir.",spam,banka,hesap risk alt güvenlik kontrolü gerekmek
433,"Mobil bankacılık erişiminiz durdurulmuştur, doğrulama yapınız.",spam,banka,mobil bankacılık eriş durdurul doğrula yap
434,Ücretsiz sertifika kazanmak için tıklayın.,spam,eğitim,ücretsiz sertifika kazanmak tıklay
435,"Eğitim fırsatını kaçırmayın, hemen kayıt olun.",spam,eğitim,eğit fırsat kaçırmay heme kayıt ol
436,Sadece bugün geçerli ücretsiz kurs.,spam,eğitim,sadeç bugu geçerli ücretsiz kurs
437,Diploma almak için hemen başvurun.,spam,eğitim,diplo almak heme başvur
439,Eğitim paketi satın almak için giriş yapın.,spam,eğitim,eğit paket sat almak giriş yap
440,Bilgilerinizi girerek kayıt olun.,spam,eğitim,bilgi girerek kayıt ol
441,Hemen ödeme yaparak eğitime başlayın.,spam,eğitim,heme öde yaparak eğit başlay
444,Özel eğitim fırsatı sizin için.,spam,eğitim,özel eğit fırsat siz
446,Kurs erişimi için ödeme gerekli.,spam,eğitim,kurs eriş öde gerekli
447,"Şimdi kayıt olun, hemen başlayın.",spam,eğitim,ş kayıt ol heme başlay
448,Eğitim fırsatı sona eriyor.,spam,eğitim,eğit fırsat so eriyor
450,Hesabınızı doğrulamazsanız erişim kapanacak.,spam,eğitim,hesap doğrulamaz eriş kapanacak
452,Hemen giriş yapın ve katılın.,spam,eğitim,heme giriş yap katıl
456,Eğitim hesabınız askıya alındı.,spam,eğitim,eğit hesap askı al
458,Özel ders fırsatını kaçırmayın.,spam,eğitim,özel ders fırsat kaçırmay
465,"Paketiniz şubede bekliyor, teslim almak için işlem yapın.",spam,kargo,paket şube bekliyor tesl almak işle yap
466,Gönderiniz eksik bilgi nedeniyle iade edilmek üzeredir.,spam,kargo,gönder eksik bilgi neden ia edilmek üzer
467,"Kargonuz dağıtıma çıkarılamadı, yeniden planlama yapın.",spam,kargo,kargo dağıt çıkarılamadı yeni planla yap
468,Teslimat için ek ücret ödemeniz gerekmektedir.,spam,kargo,teslimat ek ücret ödeme gerekmek
469,"Paketiniz beklemede, teslim almak için doğrulama yapın.",spam,kargo,paket bekleme tesl almak doğrula yap
470,Kargonuz kaybolmaması için hemen işlem yapmanız gerekiyor.,spam,kargo,kargo kaybolmamas heme işle yapma gerekiyor
471,Gönderiniz için son işlem süresi dolmak üzere.,spam,kargo,gönder son işle süres dolmak
472,"Teslimat adresiniz eksik görünüyor, güncelleme yapın.",spam,kargo,teslimat adre eksik görünüyor güncelle yap
473,Kargo işleminizi tamamlamak için bağlantıya tıklayın.,spam,kargo,kargo işlem tamamlamak bağlantı tıklay
475,"Şifrenizi yenilemeniz gerekiyor, hemen işlem yapın.",spam,kimlik avı,şifre yenileme gerekiyor heme işle yap
477,"Hesap doğrulama işlemi tamamlanmadı, giriş yapın.",spam,kimlik avı,hesap doğrula işle tamamlanmadı giriş yap
478,"E-posta hesabınız askıya alındı, erişim için giriş yapın.",spam,kimlik avı,e pos hesap askı al eriş giriş yap
479,"Kimlik doğrulama işlemi başarısız oldu, tekrar deneyin.",spam,kimlik avı,kimlik doğrula işle başarıs ol tekrar deney
480,Güvenlik güncellemesi için hesabınızı doğrulayın.,spam,kimlik avı,güvenlik güncellemes hesap doğrulay
481,"Bilgileriniz eksik, hesabınızı kullanmaya devam etmek için giriş yapın.",spam,kimlik avı,bilgi eksik hesap kullanma deva etmek giriş yap
482,"Hesabınız geçici olarak kilitlendi, açmak için doğrulama yapın.",spam,kimlik avı,hesap geçiç kilitle açmak doğrula yap
483,Sistem erişiminizi geri almak için hemen giriş yapın.,spam,kimlik avı,siste erişim ger almak heme giriş yap
484,Ucuz uçak bileti fırsatı hemen tıklayın.,spam,seyahat,uç uçak bilet fırsat heme tıklay
485,Bedava uçak bileti kazandınız.,spam,seyahat,bedav uçak bilet kaza
486,Sadece bugün geçerli indirimli uçuşlar.,spam,seyahat,sadeç bugu geçerli indirimli uçuş
488,Hemen ödeme yaparak bilet alın.,spam,seyahat,heme öde yaparak bilet al
490,Ucuz seyahat fırsatını kaçırmayın.,spam,seyahat,uç seyahat fırsat kaçırmay
492,Uçuş iptal edilmemesi için işlem yapın.,spam,seyahat,uçuş iptal edilmemes işle yap
494,Hemen giriş yaparak doğrulayın.,spam,seyahat,heme giriş yaparak doğrulay
501,Bilet satın almak için giriş yapın.,spam,seyahat,bilet sat almak giriş yap
503,Seyahat avantajları sizi bekliyor.,spam,seyahat,seyahat avantaj siz bekliyor
512,Ucuz bilet fırsatı sizi bekliyor.,spam,seyahat,uç bilet fırsat siz bekliyor
515,Check-in işleminiz tamamlandı.,normal,seyahat,check in işle tamamla
521,Uçuşunuz planlandığı gibi devam ediyor.,normal,seyahat,uçuş planlandık deva ediyor
523,Bilet iptal işlemi tamamlandı.,normal,seyahat,bilet iptal işle tamamla
524,Yeni uçuş bilgileri gönderildi.,normal,seyahat,ye uçuş bilgi gönderil
540,Uçuş saatine 24 saat kaldı.,normal,seyahat,uçuş saat saat kal
543,Kısa sürede yüksek kazanç fırsatını kaçırmayın.,spam,yatırım,kıs süre yük kazanç fırsat kaçırmay
544,Kripto yatırım sistemimizle paranızı katlayabilirsiniz.,spam,yatırım,kripto yatır sistem para katlayabilir
545,Hiç risk almadan kazanç elde etmek için hemen katılın.,spam,yatırım,hiç risk alma kazanç el etmek heme katıl
546,Uzman ekibimizle yatırım yaparak gelir elde edin.,spam,yatırım,uzma ekip yatır yaparak gelir el edi
547,Günlük yüksek kazanç sağlayan sisteme katılın.,spam,yatırım,günlük yük kazanç sağlaya siste katıl
548,Yeni yatırım fırsatımızla finansal özgürlüğe ulaşın.,spam,yatırım,ye yatır fırsat finansal özgürlük ulaş
549,Sadece bugün geçerli kazanç fırsatını kaçırmayın.,spam,yatırım,sadeç bugu geçerli kazanç fırsat kaçırmay
550,Yatırım yaparak pasif gelir elde edebilirsiniz.,spam,yatırım,yatır yaparak pasif gelir el edebilir
551,Özel yatırım grubuna katılmak için başvurun.,spam,yatırım,özel yatır grup katılmak başvur
552,Hızlı kazanç sağlayan sistemimize hemen giriş yapın.,spam,yatırım,hızlı kazanç sağlaya sistem heme giriş yap
560,İade talebiniz alındı.,normal,e-ticaret,i ade talep al
580,İade işlemi tamamlandı.,normal,e-ticaret,i ade işle tamamla
582,Ürün teslim süresi güncellendi.,normal,e-ticaret,ür tesl süres güncelle
583,Sadece bugün geçerli büyük indirim fırsatını kaçırmayın.,spam,reklam,sadeç bugu geçerli büyük indir fırsat kaçırmay
584,"Size özel kampanya başladı, hemen alışveriş yapın.",spam,reklam,siz özel kampanya başladı heme alışveriş yap
586,En çok satan ürünlerde dev fırsatlar sizi bekliyor.,spam,reklam,sa ürün dev fırsat siz bekliyor
587,Bugüne özel ekstra indirimler aktif edildi.,spam,reklam,bugu özel ekstra indirim aktif edil
588,Yeni sezon ürünlerde büyük kampanya başladı.,spam,reklam,ye sezo ürün büyük kampanya başladı
589,Fırsat ürünleri için hemen siteye giriş yapın.,spam,reklam,fırsat ürün heme site giriş yap
590,Avantajlı alışveriş için şimdi tıklayın.,spam,reklam,avantajlı alışveriş ş tıklay
591,Kaçırılmayacak indirimlerle alışverişe başlayın.,spam,reklam,kaçırılmayacak indir alışveriş başlay
592,Özel kampanyamızdan yararlanmak için giriş yapın.,spam,reklam,özel kampanya yararlanmak giriş yap
593,Siparişiniz iptal edilmemesi için tıklayın.,spam,e-ticaret,sipariş iptal edilmemes tıklay
594,"Ödemeniz başarısız, tekrar deneyin.",spam,e-ticaret,ödeme başarıs tekrar deney
595,Hemen ödeme yapmanız gerekiyor.,spam,e-ticaret,heme öde yapma gerekiyor
597,"Sepetinizde ürün var, hemen satın alın.",spam,e-ticaret,sepet ür var heme sat al
598,Büyük indirim fırsatını kaçırmayın.,spam,e-ticaret,büyük indir fırsat kaçırmay
604,İndirim fırsatı sizi bekliyor.,spam,e-ticaret,i ndir fırsat siz bekliyor
610,Özel teklif sizi bekliyor.,spam,e-ticaret,özel teklif siz bekliyor
616,Hemen satın alma işlemini bitirin.,spam,e-ticaret,heme sat alma işlem bitir
618,Son uyarı! Hesabınız kapatılacaktır.,spam,tehdit,son uyar hesap kapatılacak
619,Acil işlem yapılmazsa erişiminiz kalıcı olarak engellenecektir.,spam,tehdit,acil işle yapılmaz eriş kalıç engellenecek
620,"Hesabınız 24 saat içinde silinecektir, hemen işlem yapın.",spam,tehdit,hesap saat iç silinecek heme işle yap
621,"Güvenlik ihlali tespit edildi, müdahale etmeniz gerekiyor.",spam,tehdit,güvenlik ihlal tespit edil müdahal etme gerekiyor
622,Hesap doğrulaması yapılmazsa sistemden çıkarılacaksınız.,spam,tehdit,hesap doğrulamas yapılmaz siste çıkarılacak
623,"Son işlem süresi dolmak üzere, hemen harekete geçin.",spam,tehdit,son işle süres dolmak heme hareke geç
624,"Erişiminiz askıya alınacaktır, doğrulama yapın.",spam,tehdit,eriş askı alınacak doğrula yap
625,Yasal işlem başlatılmadan önce ödeme yapmanız gerekmektedir.,spam,tehdit,yasal işle başlatılma öde yapma gerekmek
626,"Sistem uyarısı, hesabınız risk altında.",spam,tehdit,siste uyarıs hesap risk alt
627,İşlem yapılmazsa hizmetiniz sonlandırılacaktır.,spam,tehdit,i şlem yapılmaz hizmet sonlandırılacak
628,Adınıza düzenlenen faturanın ödenmesi gerekmektedir.,spam,fatura,ad düzenlene fatura ödenmes gerekmek
629,"Borç bildiriminiz bulunmaktadır, hemen ödeme yapın.",spam,fatura,borç bildir bulunmak heme öde yap
630,"Fatura ödemeniz başarısız oldu, tekrar deneyin.",spam,fatura,fatur ödeme başarıs ol tekrar deney
631,"Son ödeme tarihi geçti, gecikme yaşamamak için ödeme yapın.",spam,fatura,son öde tarih geç gecikme yaşamamak öde yap
632,"Hesabınıza ait borç görünmektedir, işlem yapınız.",spam,fatura,hesap ait borç görünmek işle yap
633,Fatura detaylarını görmek ve ödemek için giriş yapın.,spam,fatura,fatur detay görmek ödemek giriş yap
634,Gecikme cezası oluşmadan ödemenizi tamamlayın.,spam,fatura,gecikme cezas oluşma ödeme tamamlay
635,"Abonelik ücretiniz tahsil edilemedi, tekrar deneyin.",spam,fatura,abonelik ücret tahsil edilemedi tekrar deney
636,"Ödeme işlemi tamamlanmadı, yeniden giriş yapın.",spam,fatura,öde işle tamamlanmadı yeni giriş yap
637,Fatura kesintisi yaşamamak için hemen ödeme yapın.,spam,fatura,fatur kesintis yaşamamak heme öde yap
638,Evden çalışarak yüksek kazanç elde edebilirsiniz.,spam,iş dolandırıcılığı,ev çalışarak yük kazanç el edebilir
639,Size uygun iş fırsatı için başvurunuz onaylandı.,spam,iş dolandırıcılığı,siz uygu iş fırsat başvur onayla
640,Deneyim gerektirmeyen iş fırsatı sizi bekliyor.,spam,iş dolandırıcılığı,de gerektirmeye iş fırsat siz bekliyor
641,Hızlı para kazanabileceğiniz iş imkanı sunulmaktadır.,spam,iş dolandırıcılığı,hızlı par kazanabilecek iş imka sunulmak
642,Şirketimiz adına ödeme alarak komisyon kazanabilirsiniz.,spam,iş dolandırıcılığı,şirket ad öde alarak komisyo kazanabilir
643,Online çalışarak haftalık gelir elde edin.,spam,iş dolandırıcılığı,onl çalışarak haftalık gelir el edi
644,İş teklifimiz için bilgilerinizi paylaşmanız gerekmektedir.,spam,iş dolandırıcılığı,i ş teklif bilgi paylaşma gerekmek
645,Yüksek maaşlı iş fırsatı için hemen başvurun.,spam,iş dolandırıcılığı,yük maaşlı iş fırsat heme başvur
646,Ek gelir elde etmek için sistemimize katılın.,spam,iş dolandırıcılığı,ek gelir el etmek sistem katıl
647,Çalışmadan kazanç sağlayabileceğiniz iş modeli hazır.,spam,iş dolandırıcılığı,çalışma kazanç sağlayabilecek iş model hazır
655,İtiraz süreciniz başlatıldı.,normal,Hukuk,i tiraz süreç başlatıl
657,Resmi yazınız sisteme eklendi.,normal,Hukuk,resmi yaz siste ekle
659,Dosya inceleme süreci başladı.,normal,Hukuk,dosya incele süreç başladı
661,Dava süreciniz devam ediyor.,normal,Hukuk,dav süreç deva ediyor
670,İşlem onayı verildi.,normal,Hukuk,i şlem ona veril
678,"Hakkınızda dava açıldı, detaylar için tıklayın.",spam,Hukuk,hakk dav açıl detay tıklay
679,"Yasal işlem başlatıldı, hemen giriş yapın.",spam,Hukuk,yasal işle başlatıl heme giriş yap
680,Mahkeme cezası ödemek için tıklayın.,spam,Hukuk,mahke cezas ödemek tıklay
681,Resmi bildiriminizi görüntülemek için giriş yapın.,spam,Hukuk,resmi bildirim görüntülemek giriş yap
683,Yasal uyarıyı görmek için tıklayın.,spam,Hukuk,yasal uyarı görmek tıklay
687,Yasal işlemden kaçınmak için ödeme yapın.,spam,Hukuk,yasal işle kaçınmak öde yap
690,"Dosyanız inceleniyor, giriş yapın.",spam,Hukuk,dosya inceleniyor giriş yap
692,Yasal süreci durdurmak için işlem yapın.,spam,Hukuk,yasal süreç durdurmak işle yap
696,Hesabınız yasal risk altında.,spam,Hukuk,hesap yasal risk alt
697,Mahkeme bildirimi için giriş yapın.,spam,Hukuk,mahke bildir giriş yap
698,Resmi evrakınızı kontrol edin.,spam,Hukuk,resmi evrak kontrol edi
705,Yarın yapılacak toplantıya katılımınızı rica ederim.,normal,iş,yar yapılacak toplantı katılım rica eder
707,Proje dosyasını inceleyip geri dönüş yapabilir misiniz?,normal,iş,proje dosya inceleyip ger dönüş yapabilir mi
708,"Haftalık rapor hazırlandı, incelemenizi rica ederim.",normal,iş,haftalık rapor hazırla inceleme rica eder
709,Yeni görev atamanız yapılmıştır.,normal,iş,ye görev atama yapıl
710,Sunum dosyasını ek olarak paylaşıyorum.,normal,iş,s dosya ek paylaşıyor
711,Müşteri görüşmesi yarın gerçekleştirilecektir.,normal,iş,müşter görüşmes yar gerçekleştirilecek
712,Güncel dosyayı sistemden indirebilirsiniz.,normal,iş,güncel dosya siste indirebilir
713,İlgili belgeleri ekte bulabilirsiniz.,normal,iş,i lgil belge ek bulabilir
714,Proje teslim tarihi yaklaşıyor.,normal,iş,proje tesl tarih yaklaşıyor
715,Yönetim toplantısı saat 16:00’da başlayacaktır.,normal,iş,yönet toplantıs saat başlayacak
