id;metin;etiket;kategori
394;Kayıt işleminiz tamamlandı.;normal;eğitim
395;Ders programınız güncellendi.;normal;eğitim
396;Sınav tarihleriniz açıklandı.;normal;eğitim
397;Notlarınız sisteme girildi.;normal;eğitim
398;Ödev tesliminiz alındı.;normal;eğitim
399;Eğitim portalına giriş yaptınız.;normal;eğitim
400;Yeni ders materyalleri yüklendi.;normal;eğitim
401;Sertifikanız hazır.;normal;eğitim
402;Kurs başlangıç tarihi belirlendi.;normal;eğitim
403;Ders kaydınız onaylandı.;normal;eğitim
404;Akademik takvim yayınlandı.;normal;eğitim
405;Yeni duyuru eklendi.;normal;eğitim
406;Eğitim içeriği güncellendi.;normal;eğitim
407;Online derse katıldınız.;normal;eğitim
408;Devam durumunuz kaydedildi.;normal;eğitim
409;Sınav sonuçlarınız açıklandı.;normal;eğitim
410;Yeni kurs önerileri hazır.;normal;eğitim
411;Kayıt bilgileriniz güncellendi.;normal;eğitim
412;Eğitim hesabınız aktif edildi.;normal;eğitim
413;Ders değişikliği tamamlandı.;normal;eğitim
414;Eğitmen mesajı alındı.;normal;eğitim
415;Sertifika indirilebilir durumda.;normal;eğitim
416;Kurs erişiminiz açıldı.;normal;eğitim
417;Ders iptal edildi.;normal;eğitim
418;Eğitim planınız oluşturuldu.;normal;eğitim
419;Yeni modül eklendi.;normal;eğitim
420;Ders katılımınız onaylandı.;normal;eğitim
421;Eğitim süreniz uzatıldı.;normal;eğitim
422;Sınav giriş belgeniz hazır.;normal;eğitim
423;Akademik bildiriminiz var.;normal;eğitim
424;Hesabınızda olağandışı işlem tespit edildi, hemen kontrol edin.;spam;banka
425;Kartınız güvenlik nedeniyle geçici olarak kapatılmıştır.;spam;banka
426;Hesabınızı aktif tutmak için bilgilerinizi güncellemeniz gerekmektedir.;spam;banka
427;Bankacılık işlemleriniz askıya alınmıştır, doğrulama yapın.;spam;banka
428;Şüpheli giriş tespit edildi, hesabınızı korumak için işlem yapın.;spam;banka
429;Kart bilgileriniz güncel değil, erişim için hemen güncelleyin.;spam;banka
430;Hesabınıza erişim sınırlandırıldı, tekrar açmak için giriş yapın.;spam;banka
431;Bankanızdan önemli uyarı, işleminizi tamamlayın.;spam;banka
432;Hesabınız risk altında, güvenlik kontrolü gerekmektedir.;spam;banka
433;Mobil bankacılık erişiminiz durdurulmuştur, doğrulama yapınız.;spam;banka
434;Ücretsiz sertifika kazanmak için tıklayın.;spam;eğitim
435;Eğitim fırsatını kaçırmayın, hemen kayıt olun.;spam;eğitim
436;Sadece bugün geçerli ücretsiz kurs.;spam;eğitim
437;Diploma almak için hemen başvurun.;spam;eğitim
438;Garantili sertifika programı.;spam;eğitim
439;Eğitim paketi satın almak için giriş yapın.;spam;eğitim
440;Bilgilerinizi girerek kayıt olun.;spam;eğitim
441;Hemen ödeme yaparak eğitime başlayın.;spam;eğitim
442;Sınırlı kontenjan, kaçırmayın.;spam;eğitim
443;Ücretsiz eğitim kazandınız.;spam;eğitim
444;Özel eğitim fırsatı sizin için.;spam;eğitim
445;Eğitim hesabınızı doğrulayın.;spam;eğitim
446;Kurs erişimi için ödeme gerekli.;spam;eğitim
447;Şimdi kayıt olun, hemen başlayın.;spam;eğitim
448;Eğitim fırsatı sona eriyor.;spam;eğitim
449;Sertifikanızı almak için tıklayın.;spam;eğitim
450;Hesabınızı doğrulamazsanız erişim kapanacak.;spam;eğitim
451;Kurs üyeliğinizi yenileyin.;spam;eğitim
452;Hemen giriş yapın ve katılın.;spam;eğitim
453;Bilgilerinizi doğrulayın.;spam;eğitim
454;Eğitim avantajlarından yararlanın.;spam;eğitim
455;Şimdi ödeme yapın.;spam;eğitim
456;Eğitim hesabınız askıya alındı.;spam;eğitim
457;Kayıt için formu doldurun.;spam;eğitim
458;Özel ders fırsatını kaçırmayın.;spam;eğitim
459;Hemen katılım sağlayın.;spam;eğitim
460;Sertifika için işlem yapın.;spam;eğitim
461;Eğitim kampanyası başladı.;spam;eğitim
462;Şimdi kaydolun.;spam;eğitim
463;Kurs erişiminiz kapanacak.;spam;eğitim
464;Kargonuz teslim edilemedi, adresinizi güncellemeniz gerekiyor.;spam;kargo
465;Paketiniz şubede bekliyor, teslim almak için işlem yapın.;spam;kargo
466;Gönderiniz eksik bilgi nedeniyle iade edilmek üzeredir.;spam;kargo
467;Kargonuz dağıtıma çıkarılamadı, yeniden planlama yapın.;spam;kargo
468;Teslimat için ek ücret ödemeniz gerekmektedir.;spam;kargo
469;Paketiniz beklemede, teslim almak için doğrulama yapın.;spam;kargo
470;Kargonuz kaybolmaması için hemen işlem yapmanız gerekiyor.;spam;kargo
471;Gönderiniz için son işlem süresi dolmak üzere.;spam;kargo
472;Teslimat adresiniz eksik görünüyor, güncelleme yapın.;spam;kargo
473;Kargo işleminizi tamamlamak için bağlantıya tıklayın.;spam;kargo
474;Hesabınıza giriş yapmak için aşağıdaki bağlantıyı kullanın.;spam;kimlik avı
475;Şifrenizi yenilemeniz gerekiyor, hemen işlem yapın.;spam;kimlik avı
476;Güvenliğiniz için bilgilerinizi doğrulamanız gerekmektedir.;spam;kimlik avı
477;Hesap doğrulama işlemi tamamlanmadı, giriş yapın.;spam;kimlik avı
478;E-posta hesabınız askıya alındı, erişim için giriş yapın.;spam;kimlik avı
479;Kimlik doğrulama işlemi başarısız oldu, tekrar deneyin.;spam;kimlik avı
480;Güvenlik güncellemesi için hesabınızı doğrulayın.;spam;kimlik avı
481;Bilgileriniz eksik, hesabınızı kullanmaya devam etmek için giriş yapın.;spam;kimlik avı
482;Hesabınız geçici olarak kilitlendi, açmak için doğrulama yapın.;spam;kimlik avı
483;Sistem erişiminizi geri almak için hemen giriş yapın.;spam;kimlik avı
484;Ucuz uçak bileti fırsatı hemen tıklayın.;spam;seyahat
485;Bedava uçak bileti kazandınız.;spam;seyahat
486;Sadece bugün geçerli indirimli uçuşlar.;spam;seyahat
487;Uçuş rezervasyonunuzu doğrulayın.;spam;seyahat
488;Hemen ödeme yaparak bilet alın.;spam;seyahat
489;Sınırlı süreli kampanya.;spam;seyahat
490;Ucuz seyahat fırsatını kaçırmayın.;spam;seyahat
491;Rezervasyon için bilgilerinizi girin.;spam;seyahat
492;Uçuş iptal edilmemesi için işlem yapın.;spam;seyahat
493;Biletiniz risk altında.;spam;seyahat
494;Hemen giriş yaparak doğrulayın.;spam;seyahat
495;Özel seyahat fırsatı.;spam;seyahat
496;Uçuş bilgilerinizi güncelleyin.;spam;seyahat
497;Hesabınızı doğrulayın.;spam;seyahat
498;Seyahat fırsatını kaçırmayın.;spam;seyahat
499;Ücretsiz tatil kazandınız.;spam;seyahat
500;Rezervasyon için tıklayın.;spam;seyahat
501;Bilet satın almak için giriş yapın.;spam;seyahat
502;Hemen işlem yapın.;spam;seyahat
503;Seyahat avantajları sizi bekliyor.;spam;seyahat
504;Uçuşunuz askıya alındı.;spam;seyahat
505;Bilgilerinizi girin.;spam;seyahat
506;Kampanyadan yararlanmak için tıklayın.;spam;seyahat
507;Rezervasyon süresi doluyor.;spam;seyahat
508;Uçuş fırsatları başladı.;spam;seyahat
509;Şimdi rezervasyon yapın.;spam;seyahat
510;Uçuş erişiminiz kapanacak.;spam;seyahat
511;Ödeme yapmanız gerekiyor.;spam;seyahat
512;Ucuz bilet fırsatı sizi bekliyor.;spam;seyahat
513;Uçuş rezervasyonunuz onaylandı.;normal;seyahat
514;Biletiniz başarıyla oluşturuldu.;normal;seyahat
515;Check-in işleminiz tamamlandı.;normal;seyahat
516;Uçuş saatiniz güncellendi.;normal;seyahat
517;Rezervasyon detaylarınız gönderildi.;normal;seyahat
518;Biniş kartınız hazır.;normal;seyahat
519;Uçuş kapınız açıklandı.;normal;seyahat
520;Bagaj işleminiz tamamlandı.;normal;seyahat
521;Uçuşunuz planlandığı gibi devam ediyor.;normal;seyahat
522;Rezervasyon değişikliğiniz kaydedildi.;normal;seyahat
523;Bilet iptal işlemi tamamlandı.;normal;seyahat
524;Yeni uçuş bilgileri gönderildi.;normal;seyahat
525;Uçuşunuz gecikmeli kalkacaktır.;normal;seyahat
526;Transfer hizmetiniz ayarlandı.;normal;seyahat
527;Uçuş bildirimi alındı.;normal;seyahat
528;Rezervasyon numaranız oluşturuldu.;normal;seyahat
529;Uçuş planınız güncellendi.;normal;seyahat
530;Koltuk seçiminiz tamamlandı.;normal;seyahat
531;Bagaj hakkınız tanımlandı.;normal;seyahat
532;Uçuş detayları eklendi.;normal;seyahat
533;Check-in hatırlatması.;normal;seyahat
534;Seyahat planınız hazır.;normal;seyahat
535;Uçuş bilgisi doğrulandı.;normal;seyahat
536;Bilet değişikliği onaylandı.;normal;seyahat
537;Seyahat bildirimi gönderildi.;normal;seyahat
538;Uçuşunuz iptal edilmedi.;normal;seyahat
539;Rezervasyonunuz aktif.;normal;seyahat
540;Uçuş saatine 24 saat kaldı.;normal;seyahat
541;Uçuş kapısı değişti.;normal;seyahat
542;Bagaj teslim edildi.;normal;seyahat
543;Kısa sürede yüksek kazanç fırsatını kaçırmayın.;spam;yatırım
544;Kripto yatırım sistemimizle paranızı katlayabilirsiniz.;spam;yatırım
545;Hiç risk almadan kazanç elde etmek için hemen katılın.;spam;yatırım
546;Uzman ekibimizle yatırım yaparak gelir elde edin.;spam;yatırım
547;Günlük yüksek kazanç sağlayan sisteme katılın.;spam;yatırım
548;Yeni yatırım fırsatımızla finansal özgürlüğe ulaşın.;spam;yatırım
549;Sadece bugün geçerli kazanç fırsatını kaçırmayın.;spam;yatırım
550;Yatırım yaparak pasif gelir elde edebilirsiniz.;spam;yatırım
551;Özel yatırım grubuna katılmak için başvurun.;spam;yatırım
552;Hızlı kazanç sağlayan sistemimize hemen giriş yapın.;spam;yatırım
553;Siparişiniz alındı.;normal;e-ticaret
554;Ödemeniz başarıyla gerçekleşti.;normal;e-ticaret
555;Siparişiniz hazırlanıyor.;normal;e-ticaret
556;Ürün kargoya verildi.;normal;e-ticaret
557;Siparişiniz teslim edildi.;normal;e-ticaret
558;Fatura oluşturuldu.;normal;e-ticaret
559;Sipariş detayları gönderildi.;normal;e-ticaret
560;İade talebiniz alındı.;normal;e-ticaret
561;Sipariş iptal edildi.;normal;e-ticaret
562;Ödeme onaylandı.;normal;e-ticaret
563;Ürün stokta mevcut.;normal;e-ticaret
564;Sipariş numaranız oluşturuldu.;normal;e-ticaret
565;Sipariş güncellendi.;normal;e-ticaret
566;Kargo bilgisi eklendi.;normal;e-ticaret
567;Ürün teslim edildi.;normal;e-ticaret
568;Sipariş başarıyla tamamlandı.;normal;e-ticaret
569;Sepetiniz güncellendi.;normal;e-ticaret
570;Ürün yorumunuz alındı.;normal;e-ticaret
571;Sipariş bildirimi gönderildi.;normal;e-ticaret
572;Ödeme alındı.;normal;e-ticaret
573;Sipariş kaydı oluşturuldu.;normal;e-ticaret
574;Teslimat bilgisi güncellendi.;normal;e-ticaret
575;Sipariş değiştirildi.;normal;e-ticaret
576;Ürün listesi güncellendi.;normal;e-ticaret
577;Sipariş kontrol edildi.;normal;e-ticaret
578;Kargo teslim edildi.;normal;e-ticaret
579;Sipariş detayları eklendi.;normal;e-ticaret
580;İade işlemi tamamlandı.;normal;e-ticaret
581;Sipariş süreci tamamlandı.;normal;e-ticaret
582;Ürün teslim süresi güncellendi.;normal;e-ticaret
583;Sadece bugün geçerli büyük indirim fırsatını kaçırmayın.;spam;reklam
584;Size özel kampanya başladı, hemen alışveriş yapın.;spam;reklam
585;Sınırlı stok, ürünler tükenmeden sipariş verin.;spam;reklam
586;En çok satan ürünlerde dev fırsatlar sizi bekliyor.;spam;reklam
587;Bugüne özel ekstra indirimler aktif edildi.;spam;reklam
588;Yeni sezon ürünlerde büyük kampanya başladı.;spam;reklam
589;Fırsat ürünleri için hemen siteye giriş yapın.;spam;reklam
590;Avantajlı alışveriş için şimdi tıklayın.;spam;reklam
591;Kaçırılmayacak indirimlerle alışverişe başlayın.;spam;reklam
592;Özel kampanyamızdan yararlanmak için giriş yapın.;spam;reklam
593;Siparişiniz iptal edilmemesi için tıklayın.;spam;e-ticaret
594;Ödemeniz başarısız, tekrar deneyin.;spam;e-ticaret
595;Hemen ödeme yapmanız gerekiyor.;spam;e-ticaret
596;Siparişinizi doğrulayın.;spam;e-ticaret
597;Sepetinizde ürün var, hemen satın alın.;spam;e-ticaret
598;Büyük indirim fırsatını kaçırmayın.;spam;e-ticaret
599;Ödeme bilgilerinizi girin.;spam;e-ticaret
600;Siparişiniz askıya alındı.;spam;e-ticaret
601;Ürünü almak için tıklayın.;spam;e-ticaret
602;Kampanya sona eriyor.;spam;e-ticaret
603;Siparişinizi tamamlayın.;spam;e-ticaret
604;İndirim fırsatı sizi bekliyor.;spam;e-ticaret
605;Ücretsiz ürün kazandınız.;spam;e-ticaret
606;Sepetinizde ürün unutuldu.;spam;e-ticaret
607;Hemen satın alın.;spam;e-ticaret
608;Ödeme hatası oluştu.;spam;e-ticaret
609;Sipariş iptal edilecek.;spam;e-ticaret
610;Özel teklif sizi bekliyor.;spam;e-ticaret
611;Ürünü kaçırmayın.;spam;e-ticaret
612;Kampanyaya katılın.;spam;e-ticaret
613;Siparişiniz risk altında.;spam;e-ticaret
614;Ödeme için tıklayın.;spam;e-ticaret
615;Sepetinizi tamamlayın.;spam;e-ticaret
616;Hemen satın alma işlemini bitirin.;spam;e-ticaret
617;Ürün fırsatını kaçırmayın.;spam;e-ticaret
618;Son uyarı! Hesabınız kapatılacaktır.;spam;tehdit
619;Acil işlem yapılmazsa erişiminiz kalıcı olarak engellenecektir.;spam;tehdit
620;Hesabınız 24 saat içinde silinecektir, hemen işlem yapın.;spam;tehdit
621;Güvenlik ihlali tespit edildi, müdahale etmeniz gerekiyor.;spam;tehdit
622;Hesap doğrulaması yapılmazsa sistemden çıkarılacaksınız.;spam;tehdit
623;Son işlem süresi dolmak üzere, hemen harekete geçin.;spam;tehdit
624;Erişiminiz askıya alınacaktır, doğrulama yapın.;spam;tehdit
625;Yasal işlem başlatılmadan önce ödeme yapmanız gerekmektedir.;spam;tehdit
626;Sistem uyarısı, hesabınız risk altında.;spam;tehdit
627;İşlem yapılmazsa hizmetiniz sonlandırılacaktır.;spam;tehdit
628;Adınıza düzenlenen faturanın ödenmesi gerekmektedir.;spam;fatura
629;Borç bildiriminiz bulunmaktadır, hemen ödeme yapın.;spam;fatura
630;Fatura ödemeniz başarısız oldu, tekrar deneyin.;spam;fatura
631;Son ödeme tarihi geçti, gecikme yaşamamak için ödeme yapın.;spam;fatura
632;Hesabınıza ait borç görünmektedir, işlem yapınız.;spam;fatura
633;Fatura detaylarını görmek ve ödemek için giriş yapın.;spam;fatura
634;Gecikme cezası oluşmadan ödemenizi tamamlayın.;spam;fatura
635;Abonelik ücretiniz tahsil edilemedi, tekrar deneyin.;spam;fatura
636;Ödeme işlemi tamamlanmadı, yeniden giriş yapın.;spam;fatura
637;Fatura kesintisi yaşamamak için hemen ödeme yapın.;spam;fatura
638;Evden çalışarak yüksek kazanç elde edebilirsiniz.;spam;iş dolandırıcılığı
639;Size uygun iş fırsatı için başvurunuz onaylandı.;spam;iş dolandırıcılığı
640;Deneyim gerektirmeyen iş fırsatı sizi bekliyor.;spam;iş dolandırıcılığı
641;Hızlı para kazanabileceğiniz iş imkanı sunulmaktadır.;spam;iş dolandırıcılığı
642;Şirketimiz adına ödeme alarak komisyon kazanabilirsiniz.;spam;iş dolandırıcılığı
643;Online çalışarak haftalık gelir elde edin.;spam;iş dolandırıcılığı
644;İş teklifimiz için bilgilerinizi paylaşmanız gerekmektedir.;spam;iş dolandırıcılığı
645;Yüksek maaşlı iş fırsatı için hemen başvurun.;spam;iş dolandırıcılığı
646;Ek gelir elde etmek için sistemimize katılın.;spam;iş dolandırıcılığı
647;Çalışmadan kazanç sağlayabileceğiniz iş modeli hazır.;spam;iş dolandırıcılığı
648;Dosyanız işleme alındı.;normal;Hukuk
649;Mahkeme tarihiniz belirlendi.;normal;Hukuk
650;Resmi tebligatınız gönderildi.;normal;Hukuk
651;Dava dosyanız güncellendi.;normal;Hukuk
652;Başvurunuz inceleniyor.;normal;Hukuk
653;Karar metni yayımlandı.;normal;Hukuk
654;Dosya numaranız oluşturuldu.;normal;Hukuk
655;İtiraz süreciniz başlatıldı.;normal;Hukuk
656;Başvurunuz kabul edildi.;normal;Hukuk
657;Resmi yazınız sisteme eklendi.;normal;Hukuk
658;Evrak kaydınız tamamlandı.;normal;Hukuk
659;Dosya inceleme süreci başladı.;normal;Hukuk
660;Hukuki talebiniz alındı.;normal;Hukuk
661;Dava süreciniz devam ediyor.;normal;Hukuk
662;Tebligat teslim edildi.;normal;Hukuk
663;Başvuru sonucu açıklandı.;normal;Hukuk
664;Evraklarınız doğrulandı.;normal;Hukuk
665;Resmi işlem tamamlandı.;normal;Hukuk
666;Mahkeme bildirimi gönderildi.;normal;Hukuk
667;Dosya kapanışı yapıldı.;normal;Hukuk
668;Yasal süreç başlatıldı.;normal;Hukuk
669;Başvuru takibi güncellendi.;normal;Hukuk
670;İşlem onayı verildi.;normal;Hukuk
671;Karar sonucu bildirildi.;normal;Hukuk
672;Resmi kayıt oluşturuldu.;normal;Hukuk
673;Hukuki işlem tamamlandı.;normal;Hukuk
674;Başvurunuz sonuçlandı.;normal;Hukuk
675;Evrak teslim alındı.;normal;Hukuk
676;Dosya inceleme tamamlandı.;normal;Hukuk
677;Resmi bildirim iletildi.;normal;Hukuk
678;Hakkınızda dava açıldı, detaylar için tıklayın.;spam;Hukuk
679;Yasal işlem başlatıldı, hemen giriş yapın.;spam;Hukuk
680;Mahkeme cezası ödemek için tıklayın.;spam;Hukuk
681;Resmi bildiriminizi görüntülemek için giriş yapın.;spam;Hukuk
682;Dosyanız askıya alındı.;spam;Hukuk
683;Yasal uyarıyı görmek için tıklayın.;spam;Hukuk
684;Ceza ödemeniz gerekiyor.;spam;Hukuk
685;Hakkınızda işlem başlatıldı.;spam;Hukuk
686;Mahkeme kararınızı görüntüleyin.;spam;Hukuk
687;Yasal işlemden kaçınmak için ödeme yapın.;spam;Hukuk
688;Hemen doğrulama yapın.;spam;Hukuk
689;Ceza bildiriminiz var.;spam;Hukuk
690;Dosyanız inceleniyor, giriş yapın.;spam;Hukuk
691;Hukuki işlem başlatıldı.;spam;Hukuk
692;Yasal süreci durdurmak için işlem yapın.;spam;Hukuk
693;Tebligatınızı görmek için tıklayın.;spam;Hukuk
694;Ceza kaydınız oluştu.;spam;Hukuk
695;Acil işlem yapın.;spam;Hukuk
696;Hesabınız yasal risk altında.;spam;Hukuk
697;Mahkeme bildirimi için giriş yapın.;spam;Hukuk
698;Resmi evrakınızı kontrol edin.;spam;Hukuk
699;Dosyanız kapatılacak.;spam;Hukuk
700;Yasal bildirim geldi.;spam;Hukuk
701;Ceza işlemi başlatıldı.;spam;Hukuk
702;Resmi süreci tamamlayın.;spam;Hukuk
703;Acil doğrulama gerekli.;spam;Hukuk
704;Hukuki uyarı mesajı.;spam;Hukuk
705;Yarın yapılacak toplantıya katılımınızı rica ederim.;normal;iş
706;Toplantı saatini 14:00 olarak güncelledik.;normal;iş
707;Proje dosyasını inceleyip geri dönüş yapabilir misiniz?;normal;iş
708;Haftalık rapor hazırlandı, incelemenizi rica ederim.;normal;iş
709;Yeni görev atamanız yapılmıştır.;normal;iş
710;Sunum dosyasını ek olarak paylaşıyorum.;normal;iş
711;Müşteri görüşmesi yarın gerçekleştirilecektir.;normal;iş
712;Güncel dosyayı sistemden indirebilirsiniz.;normal;iş
713;İlgili belgeleri ekte bulabilirsiniz.;normal;iş
714;Proje teslim tarihi yaklaşıyor.;normal;iş
715;Yönetim toplantısı saat 16:00’da başlayacaktır.;normal;iş
